SYMBOL,SERIES,ISIN,scrip_code,VaR_Margin,ELM,Adhoc_Margin,MTF Margin,market_cap,Turnover,nse_fo,MTF Eligibility,MarKet Cap Category,SUR INDICATOR,company_name
ROSSARI,EQ,INE02A801020,543213,14.29,3.5,0,40,2977,8.84,N,Y,Small Cap,,ROSSARI BIOTECH LIMITED
ROSSTECH,EQ,INE0OJW01016,544294,24.84,3.5,0,46,3507,32.12,N,Y,Small Cap,,ROSSELL TECHSYS LIMITED
ROUTE,EQ,INE450U01017,543228,14.41,3.5,0,40,3360,9.91,N,Y,Small Cap,,ROUTE MOBILE LIMITED
RPEL,EQ,INE912T01018,539837,20.18,3.5,0,42,5451,17.76,N,Y,Mid Cap,,RAGHAV PRODUCTIVITY ENH L
RPOWER,EQ,INE614G01033,532939,21.93,3.5,0,43,10418,100.71,N,Y,Mid Cap,,RELIANCE POWER LTD.
RRKABEL,EQ,INE777K01022,543981,15.68,3.5,0,37,27574,155.54,N,Y,Large Cap,,R R KABEL LIMITED
RSYSTEMS,EQ,INE411H01032,532735,18.44,3.5,0,40,2957,7.63,N,Y,Small Cap,,R SYS INTERNATIONAL LTD
RTNINDIA,EQ,INE834M01019,534597,20.37,3.5,0,42,4756,9.99,N,Y,Small Cap,,RATTANINDIA ENT LIMITED
RTNPOWER,EQ,INE399K01017,533122,17.73,3.5,13.77,53,4978,13.33,N,Y,Small Cap,,RATTANINDIA POWER LIMITED
SAATVIKGL,EQ,INE13B501022,544526,13.74,3.5,0,35,6198,5.77,N,Y,Mid Cap,,SAATVIK GREEN ENERGY LTD
SAFARI,EQ,INE429E01023,523025,15.18,3.5,0,37,7833,25.78,N,Y,Mid Cap,,SAFARI IND (INDIA) LTD
SAGILITY,EQ,INE0W2G01015,544282,14.54,3.5,0,36,18753,65.75,N,Y,Mid Cap,,SAGILITY LIMITED
SAILIFE,EQ,INE570L01029,544306,14.07,3.5,0,36,25518,55.83,N,Y,Large Cap,,SAI LIFE SCIENCES LIMITED
SAIPARENT,EQ,INE0H9F01037,544742,9,3.5,0,40,2605,22.78,N,Y,Small Cap,,SAI PARENTERALS LIMITED
SAKAR,EQ,INE732S01012,,21.49,3.5,0,43,1842,13.41,N,Y,Small Cap,,SAKAR HEALTHCARE LIMITED
SAMBHV,EQ,INE12NJ01018,544430,15.82,3.5,0,40,3324,9.86,N,Y,Small Cap,,SAMBHV STEEL TUBES LTD
SAMHI,EQ,INE08U801020,543984,15.85,3.5,0,40,4075,23.53,N,Y,Small Cap,,SAMHI HOTELS LIMITED
SANDUMA,EQ,INE149K01016,504918,21.23,3.5,0,43,10096,21.24,N,Y,Mid Cap,,SANDUR MANG & IRON ORES L
SANGHVIMOV,EQ,INE989A01032,530073,22.32,3.5,0,44,3635,21.41,N,Y,Small Cap,,SANGHVI MOVERS LTD
SANOFI,EQ,INE058A01010,500674,9,3.5,0,30,7829,8.61,N,Y,Mid Cap,,SANOFI INDIA LIMITED
SANOFICONR,EQ,INE0UOS01011,544250,12.42,3.5,0,34,10791,8.33,N,Y,Mid Cap,,SANOFI CONS HEALTHC IND L
SANSERA,EQ,INE953O01021,543358,16.09,3.5,0,38,19583,102.61,N,Y,Mid Cap,,SANSERA ENGINEERING LTD
SANSTAR,EQ,INE08NE01025,544217,16.19,3.5,0,40,2322,32.03,N,Y,Small Cap,,SANSTAR LIMITED
SAPPHIRE,EQ,INE806T01020,543397,17.44,3.5,0,39,5973,35.82,N,Y,Mid Cap,,SAPPHIRE FOODS INDIA LTD
SARDAEN,EQ,INE385C01021,504614,16.26,3.5,0,38,18119,20.19,N,Y,Mid Cap,,SARDA ENERGY & MIN LTD
SAREGAMA,EQ,INE979A01025,532163,17.31,3.5,0,39,9083,111.97,N,Y,Mid Cap,,SAREGAMA INDIA LIMITED
SATIN,EQ,INE836B01017,539404,13.87,3.5,0,40,2644,11.82,N,Y,Small Cap,,SATIN CREDIT NET LTD
SBCL,EQ,INE386D01027,513097,19.37,3.5,0,41,4359,33.89,N,Y,Small Cap,,SHIVALIK BIMETAL CON. LTD
SBFC,EQ,INE423Y01016,543959,13.35,3.5,0,35,10179,10.67,N,Y,Mid Cap,,SBFC FINANCE LIMITED
SBISILVER,EQ,INF200KB1217,,22.68,3.5,0,44,5534,46.62,N,Y,Mid Cap,,SBIAMC - SBISILVER
SCHAEFFLER,EQ,INE513A01022,505790,12.58,3.5,0,34,65432,34.27,N,Y,Large Cap,,SCHAEFFLER INDIA LIMITED
SCHNEIDER,EQ,INE839M01018,534139,20.11,3.5,0,42,32851,86.19,N,Y,Large Cap,,SCHNEIDER ELECTRIC INFRA
SCI,EQ,INE109A01011,523598,20.15,3.5,0,42,15050,255.54,N,Y,Mid Cap,,SHIPPING CORP OF INDIA LT
SEAMECLTD,EQ,INE497B01018,526807,16.59,3.5,0,40,3680,15.24,N,Y,Small Cap,,SEAMEC LIMITED
SEDEMAC,EQ,INE00XB01019,544723,11.48,3.5,0,33,12654,54.97,N,Y,Mid Cap,,SEDEMAC MECHATRONICS LTD
SENCO,EQ,INE602W01027,543936,17.75,3.5,0,39,5404,17.91,N,Y,Mid Cap,,SENCO GOLD LIMITED
SENORES,EQ,INE0RB801010,544319,17.43,3.5,0,39,5870,55.97,N,Y,Mid Cap,,SENORES PHARMACEUTICALS L
SERVOTECH,EQ,INE782X01033,,23.2,3.5,0,45,2227,17.27,N,Y,Small Cap,,SERVOTECH REN POW SYS LTD
SETFGOLD,EQ,INF200KA16D8,,11.46,3.5,0,33,23646,65.97,N,Y,Large Cap,,SBI-ETF GOLD
SETFNIF50,EQ,INF200KA1FS1,,6,2,0,25,210818,23.03,N,Y,Large Cap,,SBI-ETF NIFTY 50
SETFNIFBK,EQ,INF200KA1580,,9,3.5,0,40,3946,8.19,N,Y,Small Cap,,SBI-ETF NIFTY BANK
SFL,EQ,INE916U01025,540203,14.93,3.5,0,36,8023,23.4,N,Y,Mid Cap,,SHEELA FOAM LIMITED
SGFIN,EQ,INE618R01015,539199,17.73,3.5,0,40,3265,9.25,N,Y,Small Cap,,SG FINSERVE LIMITED
SGMART,EQ,INE385F01024,512329,15.73,3.5,0,37,7411,5.86,N,Y,Mid Cap,,SG MART LIMITED
SHAILY,EQ,INE151G01028,501423,22.48,3.5,0,44,12927,137.7,N,Y,Mid Cap,,SHAILY ENG PLASTICS LTD
SHAKTIPUMP,EQ,INE908D01010,531431,20.29,3.5,0,42,7294,72.41,N,Y,Mid Cap,,SHAKTI PUMPS (I) LTD
SHANTIGOLD,EQ,INE06ZD01017,544459,15,3.5,0,40,1596,34.92,N,Y,Small Cap,,SHANTI GOLD INTERNATION L
SHARDACROP,EQ,INE221J01015,538666,23.9,3.5,0,45,8013,21.29,N,Y,Mid Cap,,SHARDA CROPCHEM LTD.
SHILCTECH,EQ,INE024F01011,531201,23.35,3.5,0,45,5250,14.73,N,Y,Mid Cap,,SHILCHAR TECHNOLOGIES LTD
SHILPAMED,EQ,INE790G01031,530549,17.42,3.5,0,39,11337,79.63,N,Y,Mid Cap,,SHILPA MEDICARE LTD
SHK,EQ,INE500L01026,539450,19.63,3.5,0,41,1876,6.59,N,Y,Small Cap,,S H KELKAR AND CO. LTD.
SHREEJISPG,EQ,INE1B6101010,544490,13.75,3.5,0,35,7954,56.18,N,Y,Mid Cap,,SHREEJI SHIPPING GLOBAL L
SHRINGARMS,EQ,INE1B3L01017,544512,14.25,3.5,0,40,2072,15.37,N,Y,Small Cap,,SHRINGAR HOU OF MANGALS L
SHRIPISTON,EQ,INE526E01018,544344,16.47,3.5,0,38,17298,33.18,N,Y,Mid Cap,,SHRIRAM PIST. & RING LTD
SHRIRAMPPS,EQ,INE217L01019,543419,17.66,3.5,0,40,1529,7.2,N,Y,Small Cap,,SHRIRAM PROPERTIES LTD
SHYAMMETL,EQ,INE810G01011,543299,12.35,3.5,0,34,26498,57.38,N,Y,Large Cap,,SHYAM METALICS AND ENGY L
SIGNATURE,EQ,INE903U01023,543990,14.4,3.5,0,36,10964,22.33,N,Y,Mid Cap,,SIGNATUREGLOBAL INDIA LTD
SILVER,EQ,INF209KB19F6,,22.65,3.5,0,44,2833,38.25,N,Y,Small Cap,,BIRLASLAMC - SILVER
SILVER1,EQ,INF174KA1ZD3,,23.14,3.5,0,45,3298,26.57,N,Y,Small Cap,,KOTAKMAMC - KOTAKSILVE
SILVERBEES,EQ,INF204KC1402,,22.44,3.5,0,44,28739,710.43,N,Y,Large Cap,,NIPPONAMC - NETFSILVER
SILVERIETF,EQ,INF109KC1Y56,,21.84,3.5,0,43,13671,107.06,N,Y,Mid Cap,,ICICIPRAMC - ICICISILVE
SIMPLEXINF,EQ,INE059B01024,523838,23.48,3.5,0,45,1999,8.74,N,Y,Small Cap,,SIMPLEX INFRASTRUCTURES L
SINDHUTRAD,EQ,INE325D01025,532029,23.53,3.5,0,45,3895,5.43,N,Y,Small Cap,,SINDHU TRADE LINKS LTD
SIRCA,EQ,INE792Z01011,543686,12.75,3.5,0,40,2328,11.79,N,Y,Small Cap,,SIRCA PAINT INDIA LIMITED
SIS,EQ,INE285J01028,540673,12.5,3.5,0,34,6237,35.5,N,Y,Mid Cap,,SIS LIMITED
SJS,EQ,INE284S01014,543387,16.26,3.5,0,38,6900,22.18,N,Y,Mid Cap,,SJS ENTERPRISES LIMITED
SJVN,EQ,INE002L01015,533206,15.28,3.5,0,37,28652,19.64,N,Y,Large Cap,,SJVN LTD
SKFINDUS,EQ,INE2J8701016,544572,10.2,3.5,0,32,14030,9.53,N,Y,Mid Cap,,SKF IND (INDUSTRIAL) LTD
SKIPPER,EQ,INE439E01022,538562,18.96,3.5,0,40,6085,52.18,N,Y,Mid Cap,,SKIPPER LIMITED
SKYGOLD,EQ,INE01IU01018,541967,21.4,3.5,0,43,7796,80.7,N,Y,Mid Cap,,SKY GOLD AND DIAMONDS LTD
SMCGLOBAL,EQ,INE103C01036,543263,18.44,3.5,0,40,1534,5.75,N,Y,Small Cap,,SMC GLOBAL SECURITIES LTD
SMLMAH,EQ,INE294B01019,505192,22.46,3.5,0,44,5842,28.85,N,Y,Mid Cap,,SML MAHINDRA LIMITED
SMSPHARMA,EQ,INE812G01025,532815,19.78,3.5,0,41,3545,6.22,N,Y,Small Cap,,SMS PHARMACEUTICALS LTD.
SOBHA,EQ,INE671H01015,532784,14.85,3.5,0,36,15271,11.45,N,Y,Mid Cap,,SOBHA LIMITED
SOLARA,EQ,INE624Z01016,541540,19.15,3.5,0,41,2070,13.63,N,Y,Small Cap,,SOLARA ACTIVE PHA SCI LTD
SOMANYCERA,EQ,INE355A01028,531548,15.96,3.5,0,40,2125,6.61,N,Y,Small Cap,,SOMANY CERAMICS LIMITED
SONATSOFTW,EQ,INE269A01021,532221,19.65,3.5,0,41,8132,157.76,N,Y,Mid Cap,,SONATA SOFTWARE LTD
SOUTHBANK,EQ,INE683A01023,532218,16.27,3.5,0,38,11962,88.21,N,Y,Mid Cap,,THE SOUTH INDIAN BANK LTD
SPANDANA,EQ,INE572J01011,542759,19.33,3.5,0,41,1881,9.06,N,Y,Small Cap,,SPANDANA SPHOORTY FIN LTD
SPLPETRO,EQ,INE663A01033,500405,16.38,3.5,0,38,14148,8.99,N,Y,Mid Cap,,SUPREME PETROCHEM LIMITED
SPMLINFRA,EQ,INE937A01023,500402,22.94,3.5,0,44,1599,10.47,N,Y,Small Cap,,SPML INFRA LIMITED
SPORTKING,EQ,INE885H01029,539221,20.36,3.5,0,42,2470,14.34,N,Y,Small Cap,,SPORTKING INDIA LIMITED
SSWL,EQ,INE802C01033,513262,15.06,3.5,0,40,3671,15.4,N,Y,Small Cap,,STEEL STRIPS WHEELS LTD.
STALLION,EQ,INE0RYC01010,544342,28.05,3.5,0,50,2196,34.86,N,Y,Small Cap,,STALLION IND FLUOROCHEM L
STAR,EQ,INE939A01011,532531,16.79,3.5,0,38,10243,23.31,N,Y,Mid Cap,,STRIDES PHARMA SCI LTD
STARCEMENT,EQ,INE460H01021,540575,11.65,3.5,0,33,8758,12.2,N,Y,Mid Cap,,STAR CEMENT LIMITED
STARHEALTH,EQ,INE575P01011,543412,9.97,3.5,0,31,33792,67.72,N,Y,Large Cap,,STAR HEALTH & AL INS CO L
STEELCAS,EQ,INE124E01038,513517,18.53,3.5,0,40,3109,19.54,N,Y,Small Cap,,STEELCAST LIMITED
STOVEKRAFT,EQ,INE00IN01015,543260,18.76,3.5,0,40,2528,12.93,N,Y,Small Cap,,STOVE KRAFT LIMITED
STUDDS,EQ,INE00Q601028,544599,10.77,3.5,0,40,1918,27.87,N,Y,Small Cap,,STUDDS ACCESSORIES LTD
STYL,EQ,INE04VU01023,544533,13.39,3.5,0,40,4944,6.46,N,Y,Small Cap,,SESHAASAI TECHNOLOGIES L
STYLAMIND,EQ,INE239C01020,526951,14.94,3.5,0,36,5555,12.18,N,Y,Mid Cap,,STYLAM INDUSTRIES LIMITED
STYRENIX,EQ,INE189B01011,506222,13.03,3.5,0,40,4136,5.55,N,Y,Small Cap,,STYRENIX PERFORMANCE LTD
SUBROS,EQ,INE287B01021,517168,19.14,3.5,0,41,5377,78.86,N,Y,Mid Cap,,SUBROS LIMITED
SUDARSCHEM,EQ,INE659A01023,506655,16.93,3.5,0,38,7020,16.33,N,Y,Mid Cap,,SUDARSHAN CHEMICAL INDS L
SUDEEPPHRM,EQ,INE0QPI01025,544619,13.26,3.5,0,35,9611,43.19,N,Y,Mid Cap,,SUDEEP PHARMA LIMITED
SUMEETINDS,EQ,INE235C01036,514211,18.07,3.5,0,40,1900,9.54,N,Y,Small Cap,,SUMEET IND LIMITED
SUMICHEM,EQ,INE258G01013,542920,13.79,3.5,0,35,22264,17.26,N,Y,Large Cap,,SUMITOMO CHEM INDIA LTD
SUNDARMFIN,EQ,INE660A01013,590071,13.87,3.5,0,35,51111,42,N,Y,Large Cap,,SUNDARAM FINANCE LTD
SUNDRMFAST,EQ,INE387A01021,500403,10.24,3.5,0,32,18946,8.4,N,Y,Mid Cap,,SUNDRAM FASTENERS LTD
SUNTECK,EQ,INE805D01034,512179,16.91,3.5,0,40,4744,11.16,N,Y,Small Cap,,SUNTECK REALTY LIMITED
SUNTV,EQ,INE424H01027,532733,13.29,3.5,0,35,20368,13.61,N,Y,Large Cap,,SUN TV NETWORK LIMITED
SUPRAJIT,EQ,INE399C01030,532509,13.58,3.5,0,35,6418,10.29,N,Y,Mid Cap,,SUPRAJIT ENGINEERING LTD
SURYAROSNI,EQ,INE335A01020,500336,18.75,3.5,0,40,5682,30.29,N,Y,Mid Cap,,SURYA ROSHNI LTD
SURYODAY,EQ,INE428Q01011,543279,16.99,3.5,0,40,1844,7.46,N,Y,Small Cap,,SURYODAY SMALL FIN BK LTD
SUVEN,EQ,INE495B01038,530239,24.41,3.5,0,46,6717,45.72,N,Y,Mid Cap,Loss making,SUVEN LIFE SCIENCES LTD
SWANCORP,EQ,INE665A01038,503310,17.83,3.5,0,39,10178,42.94,N,Y,Mid Cap,,SWAN CORP LIMITED
SWARAJENG,EQ,INE277A01016,500407,12.29,3.5,0,40,4796,5.53,N,Y,Small Cap,,SWARAJ ENGINES LTD
SWSOLAR,EQ,INE00M201021,542760,19.53,3.5,0,41,5818,93.97,N,Y,Mid Cap,ICA - 0,STRLNG & WIL REN ENE LTD
SYNGENE,EQ,INE398R01022,539268,13.23,3.5,0,35,17848,47.72,N,Y,Mid Cap,,SYNGENE INTERNATIONAL LTD
SYRMA,EQ,INE0DYJ01015,543573,18.62,3.5,0,40,27473,172.52,N,Y,Large Cap,,SYRMA SGS TECHNOLOGY LTD
TALBROAUTO,EQ,INE187D01029,505160,18.34,3.5,0,40,2384,10.22,N,Y,Small Cap,,TALBROS AUTO. COMP. LTD
TANLA,EQ,INE483C01032,532790,19.2,3.5,0,41,6914,20.91,N,Y,Mid Cap,,TANLA PLATFORMS LIMITED
TARIL,EQ,INE763I01026,532928,25.17,3.5,0,47,10225,177,N,Y,Mid Cap,,TRANS & RECTI. LTD
TATACAP,EQ,INE976I01016,544574,9,3.5,0,30,150290,231.22,N,Y,Large Cap,,TATA CAPITAL LIMITED
TATACHEM,EQ,INE092A01019,500770,12.24,3.5,0,34,18555,46.42,N,Y,Mid Cap,,TATA CHEMICALS LTD
TATACOMM,EQ,INE151A01013,500483,13.48,3.5,0,35,57812,175.02,N,Y,Large Cap,,TATA COMMUNICATIONS LTD
TATAGOLD,EQ,INF277KA1976,,11.61,3.5,0,33,5496,75.68,N,Y,Mid Cap,,TATAAML-TATAGOLD
TATAINVEST,EQ,INE672A01026,501301,16.56,3.5,0,38,33909,28.23,N,Y,Large Cap,,TATA INVESTMENT CORP LTD
TATATECH,EQ,INE142M01025,544028,11.73,3.5,0,33,30392,118.66,N,Y,Large Cap,,TATA TECHNOLOGIES LIMITED
TATSILV,EQ,INF277KA1984,,23.23,3.5,0,45,4878,174.83,N,Y,Small Cap,,TATAAML-TATSILV
TBOTEK,EQ,INE673O01025,544174,15.87,3.5,0,37,15630,42.7,N,Y,Mid Cap,,TBO TEK LIMITED
TCIEXP,EQ,INE586V01016,540212,16.76,3.5,0,40,2365,17.99,N,Y,Small Cap,,TCI EXPRESS LIMITED
TECHNOE,EQ,INE285K01026,542141,18.77,3.5,0,40,12492,29.54,N,Y,Mid Cap,,TECHNO ELEC & ENG CO. LTD
TEGA,EQ,INE011K01018,543413,14.74,3.5,0,36,13065,31.5,N,Y,Mid Cap,,TEGA INDUSTRIES LIMITED
TEJASNET,EQ,INE010J01012,540595,24.3,3.5,0,46,11086,521.96,N,Y,Mid Cap,,TEJAS NETWORKS LIMITED
TENNIND,EQ,INE19RI01016,544612,11.68,3.5,0,33,24230,69.22,N,Y,Large Cap,,TENNECO CLEAN AIR INDIA L
TEXRAIL,EQ,INE621L01012,533326,19.88,3.5,0,41,4473,25.94,N,Y,Small Cap,,TEXMACO RAIL & ENG. LTD.
TFCILTD,EQ,INE305A01023,526650,20.43,3.5,0,42,3682,47.32,N,Y,Small Cap,,TOURISM FINANCE CORP. OF
THELEELA,EQ,INE0AQ201015,544408,10.34,3.5,0,32,16314,32.76,N,Y,Mid Cap,,LEELA PALACES HOTEL LTD
THERMAX,EQ,INE152A01029,500411,15.07,3.5,0,37,56687,100.14,N,Y,Large Cap,,THERMAX LTD
THOMASCOOK,EQ,INE332A01027,500413,19.79,3.5,0,41,5173,72.19,N,Y,Mid Cap,,THOMAS COOK (INDIA) LTD
TI,EQ,INE133E01013,507205,17.64,3.5,0,39,10775,24.65,N,Y,Mid Cap,,TILAKNAGAR INDUSTRIES LTD
TIMETECHNO,EQ,INE508G01029,532856,16.89,3.5,0,38,8803,58.08,N,Y,Mid Cap,,TIME TECHNOPLAST LTD.
TIMKEN,EQ,INE325A01013,522113,12.56,3.5,0,34,28285,29.88,N,Y,Large Cap,,TIMKEN INDIA LTD.
TINNARUBR,EQ,INE015C01016,530475,19.77,3.5,0,41,1732,7.23,N,Y,Small Cap,,TINNA RUBBER AND INFR LTD
TIPSMUSIC,EQ,INE716B01029,532375,14.87,3.5,0,36,8227,18.4,N,Y,Mid Cap,,TIPS MUSIC LIMITED
TIRUMALCHM,EQ,INE338A01024,500412,18.79,3.5,0,40,1998,5.9,N,Y,Small Cap,,THIRUMALAI CHEMICALS LTD
TITAGARH,EQ,INE615H01020,532966,17.59,3.5,0,39,12419,106.54,N,Y,Mid Cap,,TITAGARH RAIL SYSTEMS LTD
TMB,EQ,INE668A01016,543596,13.47,3.5,0,35,12089,30.89,N,Y,Mid Cap,,TAMILNAD MERCA BANK LTD
TMCV,EQ,INE1TAE01010,544569,12.64,3.5,0,34,151491,421,N,Y,Large Cap,,TATA MOTORS LIMITED
TORNTPOWER,EQ,INE813H01021,532779,14.22,3.5,0,36,72774,53.19,N,Y,Large Cap,,TORRENT POWER LTD
TRANSRAILL,EQ,INE454P01035,544317,16.45,3.5,0,38,6957,28.92,N,Y,Mid Cap,,TRANSRAIL LIGHTING LTD
TRAVELFOOD,EQ,INE103V01028,544443,11.07,3.5,0,33,17399,10.62,N,Y,Mid Cap,,TRAVEL FOOD SERVICES LTD
TRIDENT,EQ,INE064C01022,521064,13.76,3.5,0,35,13647,25.35,N,Y,Mid Cap,,TRIDENT LIMITED
TRITURBINE,EQ,INE152M01016,533655,18.06,3.5,0,40,21475,88.06,N,Y,Large Cap,,TRIVENI TURBINE LIMITED
TRIVENI,EQ,INE256C01024,532356,14.54,3.5,0,36,9171,18.4,N,Y,Mid Cap,,TRIVENI ENGG. & INDS. LTD
TRUALT,EQ,INE0MWH01014,544545,13.47,3.5,18.03,53,4086,25.8,N,Y,Small Cap,,TRUALT BIOENERGY LIMITED
TSFINV,EQ,INE202Z01029,,18.27,3.5,0,40,8967,6.23,N,Y,Mid Cap,,TSF INVESTMENTS LIMITED
TTML,EQ,INE517B01013,532371,18.85,3.5,0,40,8404,43.66,N,Y,Mid Cap,,TATA TELESERV(MAHARASTRA)
TVSHLTD,EQ,INE105A01035,520056,13.39,3.5,0,35,27036,6.79,N,Y,Large Cap,,TVS HOLDINGS LIMITED
TVSSCS,EQ,INE395N01027,543965,16.88,3.5,0,38,5905,16,N,Y,Mid Cap,,TVS SUPPLY CHAIN SOL L
UBL,EQ,INE686F01025,532478,9.07,3.5,0,31,35338,17.05,N,Y,Large Cap,,UNITED BREWERIES LTD
UCOBANK,EQ,INE691A01018,532505,14.06,3.5,0,36,33995,49.76,N,Y,Large Cap,,UCO BANK
UFLEX,EQ,INE516A01017,500148,14.44,3.5,0,40,3129,18.64,N,Y,Small Cap,,UFLEX LIMITED
UJJIVANSFB,EQ,INE551W01018,542904,15.73,3.5,0,37,11116,51.48,N,Y,Mid Cap,,UJJIVAN SMALL FINANC BANK
UNICHEMLAB,EQ,INE351A01035,506690,17.24,3.5,0,40,3052,28.01,N,Y,Small Cap,,UNICHEM LABORATORIES LTD
UNIMECH,EQ,INE0U3I01011,544322,18.63,3.5,0,40,5835,21.86,N,Y,Mid Cap,,UNIMECH AEROSPACE N MFG L
UNIPARTS,EQ,INE244O01017,543689,15.21,3.5,0,40,3024,13.1,N,Y,Small Cap,,UNIPARTS INDIA LIMITED
URBANCO,EQ,INE0CAZ01013,544515,14.01,3.5,0,36,20525,68.47,N,Y,Large Cap,,URBAN COMPANY LIMITED
USHAMART,EQ,INE228A01035,517146,14.83,3.5,0,36,14195,25.12,N,Y,Mid Cap,,USHA MARTIN LTD.
UTIAMC,EQ,INE094J01016,543238,13.21,3.5,0,35,12032,10.78,N,Y,Mid Cap,,UTI ASSET MNGMT CO LTD
UTKARSHBNK,EQ,INE735W01017,543942,18.54,3.5,0,40,2646,19.69,N,Y,Small Cap,,UTKARSH SMALL FIN BANK L
V2RETAIL,EQ,INE945H01021,532867,18.09,3.5,0,40,8343,35.06,N,Y,Mid Cap,,V2 RETAIL LIMITED
VAIBHAVGBL,EQ,INE884A01027,532156,17.76,3.5,0,40,4022,9.11,N,Y,Small Cap,,VAIBHAV GLOBAL LIMITED
VARROC,EQ,INE665L01035,541578,15.13,3.5,0,37,9423,7.72,N,Y,Mid Cap,,VARROC ENGINEERING LTD.
VENUSPIPES,EQ,INE0JA001018,543528,18.3,3.5,0,40,3438,27.76,N,Y,Small Cap,,VENUS PIPES & TUBES LTD
VERANDA,EQ,INE0IQ001011,543514,22.96,3.5,0,44,2303,9.42,N,Y,Small Cap,,VERANDA LEARNING SOL LTD
VGUARD,EQ,INE951I01027,532953,10.05,3.5,0,32,13694,5.64,N,Y,Mid Cap,,V-GUARD IND LTD.
VIJAYA,EQ,INE043W01024,543350,15.59,3.5,0,37,13506,30.39,N,Y,Mid Cap,,VIJAYA DIAGNOSTIC CEN LTD
VIKRAN,EQ,INE01R501028,544496,17.55,3.5,0,40,1835,18.5,N,Y,Small Cap,,VIKRAN ENGINEERING LTD
VIMTALABS,EQ,INE579C01029,524394,22.79,3.5,0,44,2642,25.58,N,Y,Small Cap,,VIMTA LABS LIMITED
VINATIORGA,EQ,INE410B01037,524200,10.33,3.5,0,32,14362,11.23,N,Y,Mid Cap,,VINATI ORGANICS LTD
VINCOFE,EQ,INE498Q01014,538920,17.18,3.5,0,40,2247,42.06,N,Y,Small Cap,,VINTAGE COFFEE N BVRGS L
VIPIND,EQ,INE054A01027,507880,16.37,3.5,0,40,4436,81.87,N,Y,Small Cap,,VIP INDUSTRIES LTD
VISHNU,EQ,INE270I01022,516072,14.98,3.5,0,40,4149,13.89,N,Y,Small Cap,,VISHNU CHEMICALS LIMITED
VIYASH,EQ,INE807F01027,512529,18.93,3.5,0,40,11850,77.39,N,Y,Mid Cap,,VIYASH SCIENTIFIC LIMITED
VMART,EQ,INE665J01013,534976,16.16,3.5,0,38,6182,17.54,N,Y,Mid Cap,,VMART RETAIL LTD
VOLTAMP,EQ,INE540H01012,532757,19.06,3.5,0,41,10583,46.23,N,Y,Mid Cap,,VOLTAMP TRANSFORMERS LTD
VSTIND,EQ,INE710A01016,509966,11.73,3.5,0,40,4428,9.98,N,Y,Small Cap,,VST INDUSTRIES LTD
VTL,EQ,INE825A01020,502986,14.48,3.5,0,36,18667,32.49,N,Y,Mid Cap,,VARDHMAN TEXTILES LIMITED
WAAREERTL,EQ,INE299N01021,534618,19.57,3.5,0,41,10266,20.83,N,Y,Mid Cap,,WAAREE RENEWABLE TECH LTD
WAKEFIT,EQ,INE0E7301029,544642,14.83,3.5,0,40,3988,14.94,N,Y,Small Cap,,WAKEFIT INNOVATIONS LTD
WELCORP,EQ,INE191B01025,532144,15.37,3.5,0,37,37089,74.69,N,Y,Large Cap,,WELSPUN CORP LIMITED
WELENT,EQ,INE625G01013,532553,15.42,3.5,0,37,7876,16.63,N,Y,Mid Cap,,WELSPUN ENTERPRISES LTD.
WELSPUNLIV,EQ,INE192B01031,514162,19.17,3.5,0,41,16290,81.52,N,Y,Mid Cap,,WELSPUN LIVING LIMITED
WENDT,EQ,INE274C01019,505412,16.64,3.5,0,40,1531,20.73,N,Y,Small Cap,,WENDT (INDIA) LIMITED
WEWORK,EQ,INE085001019,544570,12.67,3.5,0,34,8708,19.84,N,Y,Mid Cap,,WEWORK INDIA MANAGEMENT L
WHEELS,EQ,INE715A01015,590073,17.32,3.5,0,40,3827,20.8,N,Y,Small Cap,,WHEELS INDIA LTD
WHIRLPOOL,EQ,INE716A01013,500238,15.19,3.5,0,37,10198,17.36,N,Y,Mid Cap,,WHIRLPOOL OF INDIA LTD
WINDMACHIN,EQ,INE052A01021,522029,19.99,3.5,0,41,2694,5.08,N,Y,Small Cap,,WINDSOR MACHINES LIMITED
WSTCSTPAPR,EQ,INE976A01021,500444,14.97,3.5,0,40,3274,6.8,N,Y,Small Cap,,WEST COAST PAPER MILLS LT
XPROINDIA,EQ,INE445C01015,590013,19.53,3.5,0,41,3161,21.8,N,Y,Small Cap,,XPRO INDIA LIMITED
YATHARTH,EQ,INE0JO301016,543950,15.51,3.5,0,37,8258,28.84,N,Y,Mid Cap,,YATHARTH HOSP & TRA C S L
YATRA,EQ,INE0JR601024,543992,24.84,3.5,0,46,1724,20.87,N,Y,Small Cap,,YATRA ONLINE LIMITED
ZAGGLE,EQ,INE07K301024,543985,23.81,3.5,0,45,2823,18.28,N,Y,Small Cap,,ZAGGLE PREPA OCEAN SER L
ZEEL,EQ,INE256A01028,505537,19.33,3.5,0,41,11092,751.21,N,Y,Mid Cap,,ZEE ENTERTAINMENT ENT LTD
ZENSARTECH,EQ,INE520A01027,504067,14.28,3.5,0,36,10310,43.2,N,Y,Mid Cap,,ZENSAR TECHNOLOGIES  LTD
ZENTEC,EQ,INE251B01027,533339,18.52,3.5,0,40,16639,187.67,N,Y,Mid Cap,,ZEN TECHNOLOGIES LIMITED
